key,fare_amount
2015-01-27 13:08:24.0000002,10.52
2015-01-27 13:08:24.0000003,11.42
2011-10-08 11:53:44.0000002,4.45
2012-12-01 21:12:12.0000002,8.88
2012-12-01 21:12:12.0000003,16.99
2012-12-01 21:12:12.0000005,10.09
2011-10-06 12:10:20.0000001,5.32
2011-10-06 12:10:20.0000003,49.15
2011-10-06 12:10:20.0000002,11.88
2014-02-18 15:22:20.0000002,7.23
2014-02-18 15:22:20.0000003,10.8
2014-02-18 15:22:20.0000001,20.14
2010-03-29 20:20:32.0000002,3.46
2010-03-29 20:20:32.0000001,6.46
2011-10-06 03:59:12.0000002,7.26
2011-10-06 03:59:12.0000001,10.66
2012-07-15 16:45:04.0000006,3.49
2012-07-15 16:45:04.0000002,9.11
2012-07-15 16:45:04.0000003,4.58
2012-07-15 16:45:04.0000004,4.13
2014-10-29 02:09:56.0000001,6.53
2014-06-14 13:39:00.00000010,8.6
2014-06-14 13:39:00.00000060,7.96
2014-06-14 13:39:00.00000087,8.73
2014-06-14 13:39:00.00000050,17.87
2014-06-14 13:39:00.0000003,6.94
2014-06-14 13:39:00.000000158,37.19
2014-06-14 13:39:00.00000015,24.19
2014-06-14 13:39:00.00000073,5.98
2014-06-14 13:39:00.00000077,16.6
2014-06-14 13:39:00.000000145,9.78
2014-06-14 13:39:00.00000079,6.22
2014-06-14 13:39:00.000000121,5.41
2014-06-14 13:39:00.00000021,12.09
2014-06-14 13:39:00.0000005,8.82
2014-06-14 13:39:00.000000165,7.05
2014-06-14 13:39:00.000000184,6.21
2014-06-14 13:39:00.00000059,6.28
2014-06-14 13:39:00.00000070,8.25
2014-06-14 13:39:00.00000068,4.69
2014-06-14 13:39:00.000000133,18.73
2014-06-14 13:39:00.000000128,9.91
2014-06-14 13:39:00.000000136,19.76
2014-06-14 13:39:00.00000017,11.76
2014-06-14 13:39:00.000000111,5.88
2014-06-14 13:39:00.000000115,13.31
2014-06-14 13:39:00.000000168,6.13
2014-06-14 13:39:00.00000031,6.82
2014-06-14 13:39:00.000000116,6.67
2014-06-14 13:39:00.00000051,5.17
2014-06-14 13:39:00.000000193,12.53
2014-06-14 13:39:00.000000132,14.64
2014-06-14 13:39:00.000000167,21.71
2014-06-14 13:39:00.00000044,6.12
2014-06-14 13:39:00.000000138,7.47
2014-06-14 13:39:00.00000066,15.93
2014-06-14 13:39:00.00000063,11.17
2014-06-14 13:39:00.000000154,11.53
2014-06-14 13:39:00.00000097,15.27
2014-06-14 13:39:00.00000067,14.21
2014-06-14 13:39:00.000000179,7.05
2014-06-14 13:39:00.00000092,11.1
2014-06-14 13:39:00.00000029,5.6
2014-06-14 13:39:00.000000177,6.35
2014-06-14 13:39:00.000000192,7.49
2014-06-14 13:39:00.000000181,6.47
2014-06-14 13:39:00.000000120,11.06
2014-06-14 13:39:00.0000008,5.71
2014-06-14 13:39:00.000000103,4.48
2014-06-14 13:39:00.00000049,17.94
2014-06-14 13:39:00.000000108,7.74
2014-06-14 13:39:00.00000072,5.57
2014-06-14 13:39:00.000000182,13.12
2014-06-14 13:39:00.00000061,6.85
2014-06-14 13:39:00.00000093,9.42
2014-06-14 13:39:00.000000170,13.68
2014-06-14 13:39:00.000000147,46.63
2014-06-14 13:39:00.000000140,5.0
2014-06-14 13:39:00.000000159,4.66
2014-06-14 13:39:00.00000012,4.81
2014-06-14 13:39:00.00000025,7.2
2014-06-14 13:39:00.000000156,6.03
2014-06-14 13:39:00.000000152,8.6
2014-06-14 13:39:00.000000129,10.33
2014-06-14 13:39:00.000000119,18.9
2014-06-14 13:39:00.000000118,6.05
2014-06-14 13:39:00.00000076,4.91
2014-06-14 13:39:00.000000135,7.42
2014-06-14 13:39:00.00000023,22.04
2014-06-14 13:39:00.00000082,10.24
2014-06-14 13:39:00.000000125,11.64
2014-06-14 13:39:00.00000075,10.84
2014-06-14 13:39:00.000000124,6.89
2014-06-14 13:39:00.000000172,6.91
2014-06-14 13:39:00.00000024,15.65
2014-06-14 13:39:00.000000169,14.71
2014-06-14 13:39:00.00000052,11.99
2014-06-14 13:39:00.000000161,14.19
2014-06-14 13:39:00.00000038,9.15
2014-06-14 13:39:00.00000035,11.26
2014-06-14 13:39:00.00000053,13.5
2014-06-14 13:39:00.000000183,6.75
2014-06-14 13:39:00.000000131,56.39
2014-06-14 13:39:00.000000180,8.21
2014-06-14 13:39:00.000000130,6.13
2014-06-14 13:39:00.00000032,4.18
2014-06-14 13:39:00.000000148,12.33
2014-06-14 13:39:00.0000007,10.53
2014-06-14 13:39:00.00000095,12.35
2014-06-14 13:39:00.000000144,37.55
2014-06-14 13:39:00.000000141,34.08
2014-06-14 13:39:00.000000162,20.55
2014-06-14 13:39:00.00000018,12.49
2014-06-14 13:39:00.00000054,10.11
2014-06-14 13:39:00.00000040,6.9
2014-06-14 13:39:00.00000096,6.67
2014-06-14 13:39:00.00000055,26.32
2014-06-14 13:39:00.000000109,9.46
2014-06-14 13:39:00.000000151,7.77
2014-06-14 13:39:00.00000016,10.92
2014-06-14 13:39:00.00000062,10.8
2014-06-14 13:39:00.000000191,6.85
2014-06-14 13:39:00.00000034,9.09
2014-06-14 13:39:00.000000160,7.19
2014-06-14 13:39:00.00000013,6.68
2014-06-14 13:39:00.000000188,5.66
2014-06-14 13:39:00.00000086,9.25
2014-06-14 13:39:00.000000185,12.26
2014-06-14 13:39:00.00000074,9.37
2014-06-14 13:39:00.00000022,19.27
2014-06-14 13:39:00.00000036,5.07
2014-06-14 13:39:00.000000126,4.26
2014-06-14 13:39:00.000000190,6.34
2014-06-14 13:39:00.00000042,6.78
2014-06-14 13:39:00.000000178,7.14
2014-06-14 13:39:00.000000163,5.55
2014-06-14 13:39:00.00000020,13.48
2014-06-14 13:39:00.00000098,6.85
2014-06-14 13:39:00.000000114,21.77
2014-06-14 13:39:00.00000045,9.32
2014-06-14 13:39:00.00000094,4.74
2014-06-14 13:39:00.000000146,10.74
2014-06-14 13:39:00.00000033,9.11
2014-06-14 13:39:00.000000143,5.63
2014-06-14 13:39:00.000000107,7.43
2014-06-14 13:39:00.00000048,9.41
2014-06-14 13:39:00.00000043,12.42
2014-06-14 13:39:00.000000123,9.91
2014-06-14 13:39:00.000000134,8.89
2014-06-14 13:39:00.000000142,7.1
2014-06-14 13:39:00.000000122,11.26
2014-06-14 13:39:00.000000176,10.62
2011-12-12 09:42:12.0000004,6.47
2011-12-12 09:42:12.0000002,4.25
2011-12-12 09:42:12.0000001,11.84
2011-12-12 09:42:12.0000003,6.45
2011-12-12 09:42:12.0000005,7.71
2013-06-27 00:20:40.0000001,17.08
2013-06-27 00:20:40.0000003,11.25
2009-02-20 13:34:16.0000001,7.91
2009-02-20 13:34:16.0000002,11.8
2009-02-20 13:34:16.0000003,7.6
2010-08-22 21:14:08.0000001,28.68
2010-08-22 21:14:08.0000005,14.12
2010-08-22 21:14:08.0000003,4.03
2010-08-22 21:14:08.0000002,6.39
2012-08-06 08:58:08.0000002,4.39
2012-08-06 08:58:08.0000001,17.39
2013-11-04 08:34:12.0000003,5.48
2013-11-04 08:34:12.0000001,10.9
2013-11-04 08:34:12.0000002,10.46
2011-06-24 20:34:48.0000002,7.71
2011-06-24 20:34:48.0000001,18.45
2011-03-28 20:38:36.0000003,5.25
2011-03-28 20:38:36.0000004,4.69
2011-03-28 20:38:36.0000002,7.26
2011-08-14 20:36:28.0000004,5.82
2011-08-14 20:36:28.0000001,6.36
2011-08-14 20:36:28.0000003,20.18
2011-08-14 20:36:28.0000002,6.9
2015-02-21 15:52:44.0000004,19.71
2015-02-21 15:52:44.0000003,10.0
2015-02-21 15:52:44.0000002,18.47
2015-02-21 15:52:44.0000001,10.75
2013-01-29 11:29:52.0000001,9.73
2014-09-12 19:03:48.0000001,10.27
2013-11-09 18:52:40.0000004,9.61
2013-11-09 18:52:40.0000002,12.69
2013-04-25 16:10:04.0000001,56.27
2013-04-25 16:10:04.0000002,8.42
2013-09-07 14:37:52.0000001,7.52
2013-09-07 14:37:52.0000002,11.48
2013-09-07 14:37:52.0000003,6.15
2011-05-21 13:16:20.0000004,4.81
2011-05-21 13:16:20.0000001,5.68
2011-05-21 13:16:20.0000003,9.37
2011-11-25 16:36:24.0000002,6.51
2011-11-25 16:36:24.0000001,10.9
2015-01-31 20:54:04.0000001,5.85
2010-11-01 23:31:28.0000002,6.61
2010-11-01 23:31:28.0000001,7.57
2010-11-01 23:31:28.0000003,8.68
2011-03-24 15:57:04.0000003,4.05
2011-03-24 15:57:04.0000001,8.27
2010-05-10 10:37:04.0000005,6.24
2010-05-10 10:37:04.0000002,5.77
2010-05-10 10:37:04.0000003,10.11
2010-05-10 10:37:04.0000006,8.12
2012-06-09 16:53:44.0000002,8.03
2012-08-22 22:39:20.0000003,17.61
2012-08-22 22:39:20.0000001,4.39
2012-12-23 02:29:16.0000001,15.58
2012-06-30 15:55:12.0000004,14.2
2012-06-30 15:55:12.0000002,6.39
2012-06-30 15:55:12.0000003,12.16
2012-06-30 15:55:12.0000001,5.66
2011-10-02 23:36:00.00000056,9.38
2011-10-02 23:36:00.00000086,15.22
2011-10-02 23:36:00.00000081,14.08
2011-10-02 23:36:00.0000009,3.88
2011-10-02 23:36:00.00000041,11.56
2011-10-02 23:36:00.00000091,3.61
2011-10-02 23:36:00.0000008,10.73
2011-10-02 23:36:00.00000015,25.31
2011-10-02 23:36:00.00000014,8.56
2011-10-02 23:36:00.00000047,6.93
2011-10-02 23:36:00.00000076,7.51
2011-10-02 23:36:00.00000011,7.09
2011-10-02 23:36:00.00000075,4.45
2011-10-02 23:36:00.00000035,6.99
2011-10-02 23:36:00.00000099,5.41
2011-10-02 23:36:00.00000062,7.56
2011-10-02 23:36:00.00000085,9.11
2011-10-02 23:36:00.00000043,17.52
2011-10-02 23:36:00.00000071,10.45
2011-10-02 23:36:00.00000023,6.0
2011-10-02 23:36:00.00000092,4.93
2011-10-02 23:36:00.00000037,8.57
2011-10-02 23:36:00.00000083,9.58
2011-10-02 23:36:00.00000054,11.19
2011-10-02 23:36:00.00000073,8.75
2011-10-02 23:36:00.0000005,6.69
2011-10-02 23:36:00.00000095,4.87
2011-10-02 23:36:00.00000088,6.62
2011-10-02 23:36:00.00000030,7.58
2011-10-02 23:36:00.0000007,11.47
2011-10-02 23:36:00.00000013,8.51
2011-10-02 23:36:00.00000065,23.82
2011-10-02 23:36:00.00000089,49.11
2011-10-02 23:36:00.00000096,6.9
2011-10-02 23:36:00.00000039,9.13
2011-10-02 23:36:00.00000038,25.06
2011-10-02 23:36:00.00000067,16.84
2011-10-02 23:36:00.00000077,10.47
2011-10-02 23:36:00.00000020,17.4
2011-10-02 23:36:00.00000063,14.77
2011-10-02 23:36:00.00000012,8.22
2011-10-02 23:36:00.00000058,15.57
2011-10-02 23:36:00.00000026,10.86
2011-10-02 23:36:00.00000074,18.82
2011-10-02 23:36:00.00000059,4.86
2011-10-02 23:36:00.00000090,13.51
2011-10-02 23:36:00.0000004,29.65
2011-10-02 23:36:00.0000003,15.34
2011-10-02 23:36:00.00000021,15.26
2011-10-02 23:36:00.00000097,7.49
2011-10-02 23:36:00.00000036,17.45
2011-10-02 23:36:00.00000024,19.83
2011-10-02 23:36:00.00000082,48.22
2011-10-02 23:36:00.000000100,6.91
2011-10-02 23:36:00.00000040,3.53
2011-10-02 23:36:00.00000022,3.91
2013-03-21 12:47:28.0000006,11.42
2013-03-21 12:47:28.0000008,10.39
2013-03-21 12:47:28.0000003,13.02
2013-03-21 12:47:28.0000005,7.01
2013-03-21 12:47:28.0000002,7.97
2013-06-07 03:02:56.0000002,17.74
2013-06-07 03:02:56.0000001,6.45
2010-09-05 22:31:32.0000002,6.16
2013-07-12 23:33:24.0000001,10.28
2009-12-03 02:32:08.0000001,19.47
2009-10-15 03:50:36.0000001,4.99
2011-09-25 22:36:32.0000002,19.45
2011-09-25 22:36:32.0000001,10.81
2015-06-08 20:02:56.0000001,10.87
2014-07-16 08:03:32.0000002,11.99
2014-07-16 08:03:32.0000001,11.17
2011-12-15 13:14:32.0000002,8.38
2011-12-15 13:14:32.0000001,5.53
2011-10-11 22:13:48.0000002,13.09
2011-10-11 22:13:48.0000005,8.92
2011-10-11 22:13:48.0000003,7.08
2013-09-14 16:53:20.0000001,7.67
2013-09-14 16:53:20.0000002,10.4
2014-02-06 09:09:56.0000004,5.63
2014-02-06 09:09:56.0000003,6.66
2014-02-06 09:09:56.0000001,5.52
2009-06-10 16:55:00.00000081,29.67
2009-06-10 16:55:00.00000029,5.63
2009-06-10 16:55:00.000000109,8.34
2009-06-10 16:55:00.00000098,44.46
2009-06-10 16:55:00.00000054,8.9
2009-06-10 16:55:00.00000021,29.81
2009-06-10 16:55:00.00000012,9.55
2009-06-10 16:55:00.00000033,5.05
2009-06-10 16:55:00.00000024,7.62
2009-06-10 16:55:00.00000099,10.49
2009-06-10 16:55:00.0000009,7.19
2009-06-10 16:55:00.000000158,5.11
2009-06-10 16:55:00.000000141,4.55
2009-06-10 16:55:00.00000093,7.99
2009-06-10 16:55:00.000000161,9.19
2009-06-10 16:55:00.00000088,5.17
2009-06-10 16:55:00.0000003,8.42
2009-06-10 16:55:00.00000018,5.68
2009-06-10 16:55:00.00000047,7.29
2009-06-10 16:55:00.000000154,10.04
2009-06-10 16:55:00.000000131,6.35
2009-06-10 16:55:00.00000046,12.96
2009-06-10 16:55:00.0000004,5.39
2009-06-10 16:55:00.000000107,4.97
2009-06-10 16:55:00.000000114,5.96
2009-06-10 16:55:00.000000117,7.73
2009-06-10 16:55:00.000000162,10.37
2009-06-10 16:55:00.00000049,9.98
2009-06-10 16:55:00.00000069,6.72
2009-06-10 16:55:00.000000111,7.9
2009-06-10 16:55:00.00000083,4.38
2009-06-10 16:55:00.000000166,60.41
2009-06-10 16:55:00.000000135,9.5
2009-06-10 16:55:00.00000044,32.28
2009-06-10 16:55:00.00000085,7.6
2009-06-10 16:55:00.000000115,5.88
2009-06-10 16:55:00.000000108,6.01
2009-06-10 16:55:00.00000034,5.23
2009-06-10 16:55:00.00000060,15.32
2009-06-10 16:55:00.000000120,4.71
2009-06-10 16:55:00.000000174,33.26
2009-06-10 16:55:00.0000007,6.95
2009-06-10 16:55:00.000000159,7.35
2009-06-10 16:55:00.000000171,24.65
2009-06-10 16:55:00.000000145,12.19
2009-06-10 16:55:00.00000074,7.84
2009-06-10 16:55:00.000000138,11.35
