key,fare_amount
2015-01-27 13:08:24.0000002,10.15
2015-01-27 13:08:24.0000003,11.04
2011-10-08 11:53:44.0000002,4.13
2012-12-01 21:12:12.0000002,9.22
2012-12-01 21:12:12.0000003,17.04
2012-12-01 21:12:12.0000005,10.19
2011-10-06 12:10:20.0000001,5.16
2011-10-06 12:10:20.0000003,49.81
2011-10-06 12:10:20.0000002,11.39
2014-02-18 15:22:20.0000002,6.74
2014-02-18 15:22:20.0000003,10.04
2014-02-18 15:22:20.0000001,19.32
2010-03-29 20:20:32.0000002,4.01
2010-03-29 20:20:32.0000001,6.78
2011-10-06 03:59:12.0000002,7.13
2011-10-06 03:59:12.0000001,9.66
2012-07-15 16:45:04.0000006,3.61
2012-07-15 16:45:04.0000002,8.62
2012-07-15 16:45:04.0000003,4.79
2012-07-15 16:45:04.0000004,4.0
2014-10-29 02:09:56.0000001,6.93
2014-06-14 13:39:00.00000010,8.46
2014-06-14 13:39:00.00000060,8.04
2014-06-14 13:39:00.00000087,7.92
2014-06-14 13:39:00.00000050,17.92
2014-06-14 13:39:00.0000003,7.23
2014-06-14 13:39:00.000000158,36.09
2014-06-14 13:39:00.00000015,25.71
2014-06-14 13:39:00.00000073,5.97
2014-06-14 13:39:00.00000077,16.09
2014-06-14 13:39:00.000000145,9.56
2014-06-14 13:39:00.00000079,5.73
2014-06-14 13:39:00.000000121,5.23
2014-06-14 13:39:00.00000021,12.01
2014-06-14 13:39:00.0000005,8.15
2014-06-14 13:39:00.000000165,6.77
2014-06-14 13:39:00.000000184,5.86
2014-06-14 13:39:00.00000059,6.4
2014-06-14 13:39:00.00000070,8.2
2014-06-14 13:39:00.00000068,4.79
2014-06-14 13:39:00.000000133,17.7
2014-06-14 13:39:00.000000128,9.85
2014-06-14 13:39:00.000000136,19.74
2014-06-14 13:39:00.00000017,11.89
2014-06-14 13:39:00.000000111,5.63
2014-06-14 13:39:00.000000115,12.42
2014-06-14 13:39:00.000000168,5.98
2014-06-14 13:39:00.00000031,6.9
2014-06-14 13:39:00.000000116,6.41
2014-06-14 13:39:00.00000051,5.14
