key,fare_amount
2015-01-27 13:08:24.0000002,8.145783981810471
2015-01-27 13:08:24.0000003,8.387579035041867
2011-10-08 11:53:44.0000002,7.770040990189733
2012-12-01 21:12:12.0000002,8.347571712136624
2012-12-01 21:12:12.0000003,11.397079466613553
2012-12-01 21:12:12.0000005,8.669733086791785
2011-10-06 12:10:20.0000001,7.922368416981563
2011-10-06 12:10:20.0000003,53.438121510449264
2011-10-06 12:10:20.0000002,12.041797500860351
2014-02-18 15:22:20.0000002,7.3991216859222435
2014-02-18 15:22:20.0000003,8.776909472093047
2014-02-18 15:22:20.0000001,10.244226459676574
2010-03-29 20:20:32.0000002,6.918002863448196
2010-03-29 20:20:32.0000001,7.3298183753749875
2011-10-06 03:59:12.0000002,7.967229846772961
2011-10-06 03:59:12.0000001,10.824776618842941
2012-07-15 16:45:04.0000006,6.814596156716192
2012-07-15 16:45:04.0000002,7.707615999962224
2012-07-15 16:45:04.0000003,7.301467967838011
2012-07-15 16:45:04.0000004,7.135748784541471
2014-10-29 02:09:56.0000001,9.361204135759875
2014-06-14 13:39:00.00000010,7.830315307181093
2014-06-14 13:39:00.00000060,7.632345246109387
2014-06-14 13:39:00.00000087,8.710077734540791
2014-06-14 13:39:00.00000050,14.25372561433964
2014-06-14 13:39:00.0000003,8.008613049006657
2014-06-14 13:39:00.000000158,28.995072032203105
2014-06-14 13:39:00.00000015,17.964932787541613
2014-06-14 13:39:00.00000073,7.1759606797183135
2014-06-14 13:39:00.00000077,13.138352477228892
2014-06-14 13:39:00.000000145,7.588343264552696
2014-06-14 13:39:00.00000079,7.658682711193975
2014-06-14 13:39:00.000000121,7.377212982634398
2014-06-14 13:39:00.00000021,8.702305270876844
2014-06-14 13:39:00.0000005,7.915255228005571
2014-06-14 13:39:00.000000165,7.588900297597402
2014-06-14 13:39:00.000000184,7.894027487105365
2014-06-14 13:39:00.00000059,7.418484389126624
2014-06-14 13:39:00.00000070,7.865133364175589
2014-06-14 13:39:00.00000068,6.988930572631896
2014-06-14 13:39:00.000000133,14.574547837038857
2014-06-14 13:39:00.000000128,9.710458661478219
2014-06-14 13:39:00.000000136,16.532023856005388
2014-06-14 13:39:00.00000017,8.32570687483233
2014-06-14 13:39:00.000000111,7.839780296373627
2014-06-14 13:39:00.000000115,8.562305898745144
2014-06-14 13:39:00.000000168,7.708250906080844
2014-06-14 13:39:00.00000031,7.722135623079652
2014-06-14 13:39:00.000000116,7.730142354430396
2014-06-14 13:39:00.00000051,7.726672214933633
2014-06-14 13:39:00.000000193,9.856831096351588
2014-06-14 13:39:00.000000132,9.417555750915756
2014-06-14 13:39:00.000000167,17.56323461495885
2014-06-14 13:39:00.00000044,7.91772000094093
2014-06-14 13:39:00.000000138,8.443418363928046
2014-06-14 13:39:00.00000066,9.850537181478593
2014-06-14 13:39:00.00000063,9.300445263317899
2014-06-14 13:39:00.000000154,7.9786308428454005
2014-06-14 13:39:00.00000097,9.113345088436763
2014-06-14 13:39:00.00000067,9.165829969616802
2014-06-14 13:39:00.000000179,12.453524438105049
